グロンギ,1751,1751,3508,グロンギ
グロンギゴ,1751,1751,3508,グロンギ語
クウガ,1751,1751,3508,クウガ
リント,1751,1751,3508,リント
ゲゲル,1751,1751,3508,ゲゲル
ゲリゼギパスゲゲル,1751,1751,3508,ゲリゼギパスゲゲル
グセパ,1751,1751,3508,グセパ
パグンダダ,1751,1751,3508,パグンダダ
ザギバスゲゲル,1751,1751,3508,ザギバスゲゲル
ゼゼソ,1935,1935,600,0
パパン,1935,1935,600,1
ドググ,1935,1935,600,2
グシギ,1935,1935,600,3
ズゴゴ,1935,1935,600,4
ズガギ,1935,1935,600,5
ギブグ,1935,1935,600,6
ゲズン,1935,1935,600,7
ゲギド,1935,1935,600,8
バギン,1935,1935,600,9
ド,1935,1935,500,+
グ,1935,1935,500,*
ド,1751,1751,3508,ド
グ,1751,1751,3508,グ
ドドド,1751,1751,3508,ボット
